review_id,asin,product_name,review_text,rating,labeled_issue,labeled_severity_score,labeled_risk_level
147,B0897WZSZ6,"New FusionTech ABC 15 9500 15.6 inch UHD+ Touchscreen Laptop (Silver) Intel Core i7-10750H 10th Gen, 16GB DDR4 RAM, 1TB SSD, Nvidia GTX 1650 Ti with 4GB GDDR6, Window 10 Pro (ABC9500-7845SLV-PUS)","good laptop when it comes to specs, design and software. Problem is that the fans run all the time and there are no controls to prevent this. FusionTech has removed the windows power plan control settings that influence CPU load and fan control in their own app, which can be configured to ""quite mode"" but fans are still running all the time.",2.0,overheating,100.0,CRITICAL
148,B07T4HGF79,"FusionTech ABC 15 laptop 15.6"", 4K UHD InfinityEdge Touch, 9th Gen Intel Core i7-9750H, NVIDIA GeForce GTX 1650 4GB GDDR5, 1TB SSD storage, 16GB RAM, ABC7590-7565SLV-PUS","Bought brand new direct from FusionTech. Within the first week USB issues started. All audio would cut out (USB headset) and Ethernet would go down to a few Kbps (using a dongle). I replaced the USB hub and Ethernet dongle with brand new devices (Amazon brand name and Cable Matters; both reliable brands). The same exact issue happened. I plugged in an old laptop and the issues did not appear at all. After more than a month going back and forth with FusionTech, the screen finally went out. Since I didn't return the laptop before day 30 (but I did contact them about the problems within the 30 day window) they refuse to return or replace the laptop.",1.0,screen,100.0,CRITICAL
149,B07KFGZBQ8,"FusionTech G3 15"" FHD Gaming Laptop Computer, Intel i7-8750H Up to 4.1GHz, 8GB RAM 128GB PCIe SSD + 1TB HDD NVIDIA GeForce GTX 10​60Mq, Windows 10",Bought for my grandson and he loves it,5.0,general,20.0,LOW
150,B07R7XCZD7,"FusionTech G7 17 Gaming Laptop (Windows 10 Home, 9th Gen Intel Core i7-9750H, NVIDIA GTX 1660 Ti 6G, 17.3"" FHD LCD Screen, 512GB SSD, 16 GB RAM) G7790-7662GRY-PUS",Using the computer for retirement.  Needed a computer for home.,5.0,general,20.0,LOW
151,B07RCP7ZV8,"FusionTech G7 17 Gaming Laptop (Windows 10 Home, 9th Gen Intel Core i7-9750H, NVIDIA GTX 1660 Ti 6G, 17.3"" FHD LCD Screen, 512GB SSD, 16 GB RAM) G7790-7662GRY-PUS","I excitedly opened the box ready to plug in the laptop so that it could charge but I couldn't.  There was no cable going from the power supply to the electrical outlet.  So much for charging the battery.  I was just very fortunate that the laptop I am replacing (about a decade old at least) had a power cord that could connect from the power supply to the wall outlet.  If you do not have a design like that from an old laptop, you are sunk.  Also, I do not cross over my power supplies from one PC to another.  That is not a good idea.  I was just fortunate that all I needed was the cord.  I was able to use the power supply that came with the laptop and my cord from my old laptop to the outlet.  Apart from that disappointment was that no Product Key for Window 10 was provided.  I was very fortunate that FusionTech Tech Support was able to walk me through a couple easy steps to Activate my Win 10.",3.0,battery,62.5,HIGH
152,B07N82R4XZ,"FusionTech ABC 15 9570-8th Generation Intel Core i7-8750H Processor, 4k Touchscreen display, 16GB DDR4 2666MHz RAM, 512GB SSD, NVIDIA GeForce GTX 1050Ti, Windows 10 Home, Gaming Capable","The hinge failed during normal use and the screen cracked, slicing my thumb. When I called FusionTech to complain, I was told that ""you are just trying to find a loophole to get FusionTech to pay for your misuse"" of the product. The experience I had with FusionTech was the absolute worst I have had with any product I have purchased through Amazon.",1.0,screen,100.0,CRITICAL
153,B015P3SO72,"Advance AW13R2-8344SLV 13-Inch QHD+ Touchscreen Laptop (6th Generation Intel Core i7, 16 GB RAM, 256 GB SSD, NVIDIA GeForce GTX 960M,Windows 10 Home), Silver","When it worked... it was wonderful... very fast, efficient. But I knew I was in for it when the charger went out on it just 6 months into owning it. It wasn't covered by the warranty so I ended up buying another one, not too big of deal.<br />Then, sometime in 2018, the laptop failed on me, had to send it in for service; and got it repaired... From there; it did ok. The touchpad became weirdly finicky but I was able to cope with that (by this point though, I was compensating for the purchase price of the laptop; at the time, 1399.00).<br />Then, just barely out of February 2020, the battery died on me, attempted to charge the laptop, and the laptop literally began to smoke... immediately unplugged the charger (the cloudwind charger I'd been using in-place of the stock charger that died after 6 months) and discovered the laptop would Not turn on period. The charger had also gotten fried in this process...<br /><br />Long Story short from there, sent it in, and surely enough, Warranty folks said it was the Motherboard; wasnt worth fixing anymore, had Amazon cut me a weak check for 695.82, charged me 95 bucks to get my hard-drive back, and sent me on my way...<br /><br />Outside of the warranty nonsense; could not recommend this laptop to Anyone, especially NOT at the 2999.11 price its at--as of this review... that's a straight rip...",2.0,battery,100.0,CRITICAL
154,B07FZFGB5V,"FusionTech ABC 15 9570 15.6"" 4K UHD TouchScreen Laptop: Core i7-8750H, 32GB RAM, 1TB SSD, NVIDIA GTX 1050Ti, Backlit Keyboard, Fingerprint Reader, Windows 10","The original laptop came with a faulty motherboard and had to be returned before it could even be set up. The repaired laptop lasted a little over a year before the video died altogether. All in all, a very poor quality product not reflective of a relatively steep price.<br /><br />This was my original review. In the time since I wrote this, the laptop has been useable only when connected to an external monitor. The touchpad also quit working, and now the video connection broken.<br /><br />Complete crap.",1.0,screen,100.0,CRITICAL
155,B07S4CNBYM,"FusionTech Worktop 15 7000, 15.6” FHD Display, 9th Gen Intel Core i7-9750H, NVIDIA GeForce GTX 1050, 256 SSD HD, 8GB RAM (i7590-7865BLK-PUS)","I bought this laptop to use primarily for music production, web design / coding, light gaming (mostly steam), and, of course, general-purpose use. I also bought the laptop knowing that the memory and SSD were not sufficient for my needs, with the intent of upgrading these components. My review is written from this perspective, so the value or importance I place on certain features won't necessarily be relevant to everyone. With that said, I do feel this is an all-around good laptop that can successfully fill many roles.<br /><br />The process of adding additional RAM and upgrading the SSD was easy, and after doing so, I am more than satisfied with the performance of this laptop and still managed to spend (barely) less than $1,000 total. I've also benchmarked it against other laptops at or near the $1000 price point and it consistently out performs the competition. I've decided to break my review into three sections: good, neutral, and bad to discuss the things I really like about it, the things I'm indifferent about, and the things I don't really like. Here we go:<br /><br />Good:<br /><br />CPU - no doubt the star of this laptop, the intel i7-9750h is a 6-core, 12-thread 2.6ghz base clock, 4.5ghz turbo workhorse of a laptop processor. It actually out-performs the newer i7-1065g7 and i7-10510u 10th gen CPUs that are commonly found in the newest laptops.<br /><br />Dedicated GPU - the nvidia GTX 1050 graphics card really does perform quite well for a laptop that is not branded as a gaming laptop, I consistently get around 85 FPS. It also has 3GB of dedicated GDDR5.<br /><br />IPS Screen - I have a couple of nags about the screen under the neutral section, but the IPS screen does produce a vibrant, crisp picture and the thin bezel is quite nice.<br /><br />Light-weight - at first I wasn't completely sold on the magnesium alloy design because it felt more like plastic when compared to my previous aluminum laptop, but it quickly grew on me. It is very light weight, yet doesn't feel flimsy. Overall the built quality of this laptop is good.<br /><br />USB-C charging - this is really nice to have and a nice step forward in standardizing laptop charging.<br /><br />Back-lit keyboard - I often use my laptop in low-light environments so this is a must for me.<br /><br />10-key number pad - this is nice to have and honestly impressive that they managed to include this on a smaller 15.6"" design.<br /><br />Neutral:<br /><br />Battery life is around 4 - 5 hours. Not great, but not bad considering it's a 3-cell, 56wh battery driving a 6-core i7 and a GTX 1050. The battery can be upgraded to a 6-cell, 97wh battery, so that's worth consideration.<br /><br />Memory - it comes with 8GB of DDR4 RAM, which is not bad, but not great by today's standards, fortunately, it's in a single module with a secondary, unoccupied slot, so buying and installing an additional RAM module is easy.<br /><br />SSD - The SSD in this laptop is not great by today's standards either. It's not terrible, but 256gb is a bit small and the read / write speeds are nothing amazing. Of course, the importance of this completely depends on your use case. For example, I store a lot of data in cloud storage, so massive capacity is not that important to me. I also purchased the laptop with the intent to replace the SSD.<br /><br />No touch screen - most modern FusionTech laptops have touch screen, but this one does not.<br /><br />Screen resolution - this is kind of nitpicking, but it would be nice if this laptop supported higher screen resolutions on the internal display. The GTX 1050 is capable of outputting 4K (and greater).<br /><br />Touchpad - could be bigger and smoother, but it works well enough and has all the expected multi-touch features. I use a wireless mouse most of the time so I don't really care about the touchpad.<br /><br />Bad:<br /><br />No Ethernet port - I work as a network technician and often have to plug network cables into my laptop to test and troubleshoot. I have a USB-C to Ethernet adapter that works fine with the laptop, but it's just a pain to have to remember to carry it around when I need it.<br /><br />Cooling / Thermal - The laptop can get very hot during extended periods of performance-heavy use.",4.0,overheating,52.5,HIGH
156,B07H9H44M6,"FusionTech G5587 G5 15 5587 Laptop: Core i5-8300H Processor, 16GB RAM, NVidia GTX 1060, 256GB SSD+1TB HDD, 15.6"" Full HD Red",Something is wrong with the sound. There is crackling and white noise.. I'm very disappointed. The hard drive isn't even close to  1tb.,1.0,screen,100.0,CRITICAL
157,B07RCP7ZV8,"FusionTech G7 17 Gaming Laptop (Windows 10 Home, 9th Gen Intel Core i7-9750H, NVIDIA GTX 1660 Ti 6G, 17.3"" FHD LCD Screen, 512GB SSD, 16 GB RAM) G7790-7662GRY-PUS","Great pc, but overheats way to fast",4.0,overheating,37.5,MEDIUM
158,B07RCP7ZV8,"FusionTech G7 17 Gaming Laptop (Windows 10 Home, 9th Gen Intel Core i7-9750H, NVIDIA GTX 1660 Ti 6G, 17.3"" FHD LCD Screen, 512GB SSD, 16 GB RAM) G7790-7662GRY-PUS","Didn't realize that there's no CD/DVD player, but otherwise, this laptop is amazing...",5.0,general,60.0,HIGH
159,B0897WZSZ6,"New FusionTech ABC 15 9500 15.6 inch UHD+ Touchscreen Laptop (Silver) Intel Core i7-10750H 10th Gen, 16GB DDR4 RAM, 1TB SSD, Nvidia GTX 1650 Ti with 4GB GDDR6, Window 10 Pro (ABC9500-7845SLV-PUS)","[[VIDEOID:c2f0a2407a03636093f68dd19ed757dd]] So I got this laptop for both me and my son. My son knows all the ins and outs of laptops and all the computer lingo. Me? Not so much. I know enough to use it for watching movies, email, the occasional writing I do, and web surfing. So basically I use it for basic tasks so that is what I’m going to base my review around.<br /><br />This laptop is almost 5 pounds but it’s feels really solid. The keyboard is a little more clicky than my old Mac laptop but I don’t mind it. I was really excited about it being touch screen as I’m not a huge fan of touch pads, mostly because I grew up using a mouse so that’s what I’m used to. While I really love the option of touchscreen and use it a decent amount, the fingerprints on the screen are terrible looking on this.  The touchscreen definitely needs a screen protector that’s anti fingerprint and anti glare. However I’m having a really hard time finding any kind of accessories for this as it’s so new. Which I knew would be a problem for a a month or so when I got it. Everything is very easy to find and do on here. Even for someone whom has had a MacBook for years it’s pretty self explanatory. And anything I can’t figure out I use utube to find. Haha.<br /><br />The only issue I have has that my son pointed out there’s a known issue with the touchpad and ours definitely has it as you can see in the video. What is troubling about this is that the box that it came in had multiple shipping labels and it looks like this was shipped to amazon, shipped back to FusionTech, presumably to fix this issue, then sent back to amazon then to me. And it’s still really bad. I personally don’t use the touchpad enough to bother getting it fixed and my son said he isn’t that worried about it. But i know I would be very annoyed if I paid over $2,000 for a laptop and it still has this issue even after getting sent back to be fixed.",4.0,overheating,67.5,HIGH
